户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
3室2厅,低楼层/共18层,89.33平米,平层/精装,660.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年08月17日
                                                                            ","普通住宅
                                                                            ",73884
3室2厅,顶层/共14层,157.2平米,平层/精装,1150.0,中海墅,亦庄开发区,房屋朝向,配备电梯,"2023年08月20日
                                                                            ","普通住宅
                                                                            ",73156
2室1厅,中楼层/共22层,72.74平米,平层/简装,278.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月17日
                                                                            ","普通住宅
                                                                            ",38219
2室1厅,底层/共6层,86.15平米,平层/简装,329.0,定海园三里,亦庄开发区,房屋朝向,配备电梯,"2023年08月26日
                                                                            ","普通住宅
                                                                            ",38190
1室0厅,底层/共11层,44.48平米,平层/其他,350.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年08月19日
                                                                            ","普通住宅
                                                                            ",78688
1室1厅,中楼层/共14层,53.26平米,平层/简装,343.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年08月16日
                                                                            ","普通住宅
                                                                            ",64402
1室1厅,中楼层/共14层,53.26平米,平层/其他,345.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年08月14日
                                                                            ","普通住宅
                                                                            ",64777
2室1厅,高楼层/共22层,74.29平米,平层/精装,260.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月17日
                                                                            ","普通住宅
                                                                            ",34998
4室1厅,低楼层/共9层,149.2平米,平层/精装,878.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年08月24日
                                                                            ","普通住宅
                                                                            ",58848
2室1厅,底层/共19层,72.63平米,平层/简装,340.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年08月13日
                                                                            ","普通住宅
                                                                            ",46813
3室2厅,高楼层/共18层,89.67平米,平层/精装,599.9,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年08月23日
                                                                            ","普通住宅
                                                                            ",66901
1室1厅,高楼层/共22层,59.48平米,平层/精装,215.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月13日
                                                                            ","普通住宅
                                                                            ",36147
3室2厅,顶层/共11层,136.52平米,平层/精装,710.0,卡尔生活馆,亦庄开发区,房屋朝向,配备电梯,"2023年08月16日
                                                                            ","普通住宅
                                                                            ",52008
2室1厅,高楼层/共16层,61.74平米,平层/精装,220.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年08月14日
                                                                            ","普通住宅
                                                                            ",35634
1室1厅,中楼层/共6层,51.43平米,平层/简装,329.0,贵园南里乙区,亦庄开发区,房屋朝向,,"2023年08月12日
                                                                            ","普通住宅
                                                                            ",63971
1室1厅,中楼层/共17层,34.19平米,平层/精装,318.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年08月24日
                                                                            ","普通住宅
                                                                            ",93010
2室1厅,中楼层/共16层,76.04平米,平层/精装,340.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年08月18日
                                                                            ","普通住宅
                                                                            ",44714
3室2厅,低楼层/共17层,149.11平米,平层/精装,1100.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年08月21日
                                                                            ","普通住宅
                                                                            ",73772
3室1厅,顶层/共6层,101.21平米,平层/简装,469.0,贵园南里乙区,亦庄开发区,房屋朝向,,"2023年08月11日
                                                                            ","普通住宅
                                                                            ",46340
1室1厅,中楼层/共22层,60.29平米,平层/简装,219.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月14日
                                                                            ","普通住宅
                                                                            ",36325
3室2厅,底层/共9层,136.11平米,平层/其他,839.0,郁金香舍,亦庄开发区,房屋朝向,配备电梯,"2023年08月27日
                                                                            ","普通住宅
                                                                            ",61642
2室2厅,高楼层/共12层,87.88平米,平层/其他,630.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年10月05日
                                                                            ","普通住宅
                                                                            ",71689
1室1厅,中楼层/共22层,60.03平米,平层/精装,243.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月17日
                                                                            ","普通住宅
                                                                            ",40480
3室2厅,低楼层/共6层,102.12平米,平层/简装,535.0,贵园北里甲区,亦庄开发区,房屋朝向,,"2023年08月13日
                                                                            ","普通住宅
                                                                            ",52390
2室1厅,低楼层/共22层,74.56平米,平层/精装,295.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月19日
                                                                            ","普通住宅
                                                                            ",39566
2室1厅,中楼层/共22层,74.29平米,平层/精装,300.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月09日
                                                                            ","普通住宅
                                                                            ",40383
2室1厅,底层/共14层,87.12平米,平层/精装,636.0,亦园,亦庄开发区,房屋朝向,配备电梯,"2023年08月12日
                                                                            ","普通住宅
                                                                            ",73003
1室1厅,中楼层/共14层,53.26平米,平层/其他,335.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年08月08日
                                                                            ","普通住宅
                                                                            ",62899
3室2厅,高楼层/共15层,92.53平米,平层/其他,638.0,北京经开汀塘,亦庄开发区,房屋朝向,配备电梯,"2023年08月14日
                                                                            ","普通住宅
                                                                            ",68951
3室1厅,中楼层/共5层,102.19平米,平层/精装,560.0,贵园南里甲区,亦庄开发区,房屋朝向,,"2023年08月05日
                                                                            ","普通住宅
                                                                            ",54800
2室1厅,顶层/共6层,88.74平米,平层/简装,430.0,贵园北里甲区,亦庄开发区,房屋朝向,,"2023年08月05日
                                                                            ","普通住宅
                                                                            ",48457
3室1厅,顶层/共11层,120.45平米,平层/其他,530.0,定海园三里,亦庄开发区,房屋朝向,配备电梯,"2023年08月10日
                                                                            ","普通住宅
                                                                            ",44002
3室2厅,低楼层/共22层,89.33平米,平层/简装,407.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年08月03日
                                                                            ","普通住宅
                                                                            ",45562
1室1厅,底层/共16层,61.44平米,平层/简装,200.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年08月03日
                                                                            ","普通住宅
                                                                            ",32553
1室1厅,中楼层/共21层,60.93平米,平层/简装,289.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年08月02日
                                                                            ","普通住宅
                                                                            ",47432
2室1厅,中楼层/共14层,88.75平米,平层/精装,550.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年08月20日
                                                                            ","普通住宅
                                                                            ",61972
3室1厅,底层/共15层,93.66平米,平层/精装,638.0,北京经开汀塘,亦庄开发区,房屋朝向,配备电梯,"2023年07月30日
                                                                            ","普通住宅
                                                                            ",68119
3室1厅,低楼层/共12层,90.31平米,平层/其他,580.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年07月30日
                                                                            ","普通住宅
                                                                            ",64224
1室1厅,底层/共25层,58.23平米,平层/精装,525.0,一幅画卷,亦庄开发区,房屋朝向,配备电梯,"2023年08月06日
                                                                            ","普通住宅
                                                                            ",90160
2室1厅,低楼层/共21层,70.88平米,平层/精装,340.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年07月28日
                                                                            ","普通住宅
                                                                            ",47969
1室1厅,中楼层/共16层,61.74平米,平层/简装,245.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年08月10日
                                                                            ","普通住宅
                                                                            ",39683
1室0厅,高楼层/共9层,43.09平米,平层/精装,350.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年08月10日
                                                                            ","普通住宅
                                                                            ",81226
3室2厅,中楼层/共9层,169.13平米,错层/精装,930.0,星岛假日,亦庄开发区,房屋朝向,配备电梯,"2023年07月26日
                                                                            ","普通住宅
                                                                            ",54988
3室2厅,中楼层/共9层,169.19平米,错层/简装,945.0,星岛假日,亦庄开发区,房屋朝向,配备电梯,"2023年07月26日
                                                                            ","普通住宅
                                                                            ",55855
2室1厅,底层/共6层,101.96平米,平层/简装,598.0,新康家园,亦庄开发区,房屋朝向,,"2023年08月12日
                                                                            ","普通住宅
                                                                            ",58651
2室2厅,顶层/共6层,83.69平米,平层/简装,440.0,贵园东里,亦庄开发区,房屋朝向,,"2023年07月23日
                                                                            ","普通住宅
                                                                            ",52575
1室1厅,高楼层/共10层,73.12平米,平层/其他,345.0,定海园一里,亦庄开发区,房屋朝向,配备电梯,"2023年07月30日
                                                                            ","普通住宅
                                                                            ",47183
2室2厅,中楼层/共8层,121.74平米,平层/精装,700.0,一品亦庄,亦庄开发区,房屋朝向,配备电梯,"2023年07月23日
                                                                            ","普通住宅
                                                                            ",57500
1室1厅,中楼层/共11层,62.33平米,平层/精装,350.0,泰河园一里一区,亦庄开发区,房屋朝向,配备电梯,"2023年07月22日
                                                                            ","普通住宅
                                                                            ",56153
1室1厅,低楼层/共21层,60.93平米,平层/精装,300.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年07月22日
                                                                            ","普通住宅
                                                                            ",49237
3室2厅,高楼层/共12层,178.9平米,平层/精装,1030.0,金泰公寓,亦庄开发区,房屋朝向,配备电梯,"2023年07月20日
                                                                            ","普通住宅
                                                                            ",57575
1室1厅,高楼层/共6层,59.87平米,平层/简装,335.0,贵园南里丙区,亦庄开发区,房屋朝向,,"2023年07月22日
                                                                            ","普通住宅
                                                                            ",55955
2室1厅,低楼层/共9层,86.43平米,平层/其他,599.0,郁金香舍,亦庄开发区,房屋朝向,配备电梯,"2023年07月22日
                                                                            ","普通住宅
                                                                            ",69305
2室1厅,顶层/共6层,91.41平米,平层/简装,470.0,老管委会宿舍,亦庄开发区,房屋朝向,,"2023年08月15日
                                                                            ","普通住宅
                                                                            ",51417
2室2厅,中楼层/共6层,119.52平米,平层/简装,700.0,老管委会宿舍,亦庄开发区,房屋朝向,,"2023年07月20日
                                                                            ","普通住宅
                                                                            ",58568
3室2厅,高楼层/共9层,154.14平米,平层/其他,912.0,新康家园,亦庄开发区,房屋朝向,配备电梯,"2023年09月13日
                                                                            ","普通住宅
                                                                            ",59167
2室2厅,低楼层/共24层,91.65平米,平层/其他,699.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年07月16日
                                                                            ","普通住宅
                                                                            ",76269
3室2厅,中楼层/共4层,135.73平米,平层/其他,930.0,境界,亦庄开发区,房屋朝向,,"2023年08月03日
                                                                            ","普通住宅
                                                                            ",68519
1室1厅,高楼层/共16层,60.45平米,平层/精装,246.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年07月14日
                                                                            ","普通住宅
                                                                            ",40695
3室2厅,中楼层/共14层,151.32平米,平层/其他,1180.0,中海墅,亦庄开发区,房屋朝向,配备电梯,"2023年07月15日
                                                                            ","普通住宅
                                                                            ",77981
2室1厅,顶层/共22层,74.29平米,平层/精装,339.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年07月15日
                                                                            ","普通住宅
                                                                            ",45632
1室1厅,顶层/共22层,59.6平米,平层/精装,257.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年07月18日
                                                                            ","普通住宅
                                                                            ",43121
1室1厅,顶层/共6层,58.65平米,平层/精装,355.0,广德苑,亦庄开发区,房屋朝向,,"2023年07月29日
                                                                            ","普通住宅
                                                                            ",60529
1室0厅,中楼层/共14层,53.26平米,平层/其他,326.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年07月13日
                                                                            ","普通住宅
                                                                            ",61210
3室2厅,中楼层/共18层,89.33平米,平层/其他,605.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年08月20日
                                                                            ","普通住宅
                                                                            ",67727
3室2厅,高楼层/共9层,156.6平米,错层/其他,960.0,郁金香舍,亦庄开发区,房屋朝向,配备电梯,"2023年07月10日
                                                                            ","普通住宅
                                                                            ",61303
2室1厅,中楼层/共14层,87.81平米,平层/简装,518.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年07月09日
                                                                            ","普通住宅
                                                                            ",58992
3室2厅,高楼层/共6层,102.12平米,平层/简装,518.0,贵园北里甲区,亦庄开发区,房屋朝向,,"2023年07月22日
                                                                            ","普通住宅
                                                                            ",50725
2室1厅,中楼层/共21层,71.06平米,平层/简装,343.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年09月01日
                                                                            ","普通住宅
                                                                            ",48270
2室1厅,高楼层/共16层,94.82平米,平层/其他,650.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年07月09日
                                                                            ","普通住宅
                                                                            ",68551
2室1厅,高楼层/共22层,74.29平米,平层/简装,253.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年07月08日
                                                                            ","普通住宅
                                                                            ",34056
3室1厅,低楼层/共14层,113.19平米,平层/精装,860.0,亦园,亦庄开发区,房屋朝向,配备电梯,"2023年07月06日
                                                                            ","普通住宅
                                                                            ",75979
2室1厅,中楼层/共6层,80.13平米,平层/简装,440.0,梅园小区,亦庄开发区,房屋朝向,,"2023年07月10日
                                                                            ","普通住宅
                                                                            ",54911
1室1厅,高楼层/共22层,59.48平米,平层/其他,225.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年07月06日
                                                                            ","普通住宅
                                                                            ",37828
3室1厅,低楼层/共18层,139.94平米,平层/简装,868.0,新康家园,亦庄开发区,房屋朝向,配备电梯,"2023年07月05日
                                                                            ","普通住宅
                                                                            ",62027
4室2厅,中楼层/共4层,180.05平米,平层/其他,988.0,浉城百丽,亦庄开发区,房屋朝向,,"2023年07月03日
                                                                            ","普通住宅
                                                                            ",54874
3室2厅,底层/共6层,100.84平米,平层/精装,556.0,贵园南里乙区,亦庄开发区,房屋朝向,,"2023年07月03日
                                                                            ","普通住宅
                                                                            ",55137
2室1厅,低楼层/共11层,104.57平米,平层/精装,530.0,春华屋,亦庄开发区,房屋朝向,配备电梯,"2023年08月06日
                                                                            ","普通住宅
                                                                            ",50684
3室2厅,中楼层/共5层,177.71平米,平层/简装,1400.0,亦园,亦庄开发区,房屋朝向,配备电梯,"2023年06月30日
                                                                            ","普通住宅
                                                                            ",78781
2室1厅,中楼层/共9层,92.83平米,平层/简装,620.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年07月02日
                                                                            ","普通住宅
                                                                            ",66789
2室1厅,中楼层/共5层,118.73平米,平层/精装,720.0,星岛嘉园,亦庄开发区,房屋朝向,,"2023年07月01日
                                                                            ","普通住宅
                                                                            ",60642
2室1厅,高楼层/共21层,71.48平米,平层/精装,379.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年07月06日
                                                                            ","普通住宅
                                                                            ",53022
2室1厅,顶层/共6层,91.06平米,平层/精装,430.0,贵园南里丙区,亦庄开发区,房屋朝向,,"2023年06月29日
                                                                            ","普通住宅
                                                                            ",47222
3室2厅,低楼层/共11层,131.87平米,平层/简装,875.0,悦廷,亦庄开发区,房屋朝向,配备电梯,"2023年08月17日
                                                                            ","普通住宅
                                                                            ",66354
3室1厅,中楼层/共6层,102.12平米,平层/简装,580.0,贵园北里甲区,亦庄开发区,房屋朝向,,"2023年07月06日
                                                                            ","普通住宅
                                                                            ",56796
1室0厅,顶层/共11层,44.33平米,平层/其他,310.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年07月02日
                                                                            ","普通住宅
                                                                            ",69931
2室1厅,中楼层/共21层,70.88平米,平层/简装,324.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年06月25日
                                                                            ","普通住宅
                                                                            ",45712
2室1厅,高楼层/共25层,108.33平米,平层/精装,630.0,一幅画卷,亦庄开发区,房屋朝向,配备电梯,"2023年06月24日
                                                                            ","普通住宅
                                                                            ",58156
1室1厅,中楼层/共16层,60.94平米,平层/简装,238.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年06月26日
                                                                            ","普通住宅
                                                                            ",39055
3室1厅,中楼层/共4层,154.74平米,平层/简装,890.0,浉城百丽,亦庄开发区,房屋朝向,,"2023年06月25日
                                                                            ","普通住宅
                                                                            ",57516
3室1厅,顶层/共6层,139.06平米,错层/其他,670.0,秋盛居,亦庄开发区,房屋朝向,,"2023年06月25日
                                                                            ","普通住宅
                                                                            ",48181
2室1厅,低楼层/共16层,75.75平米,平层/简装,255.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年07月04日
                                                                            ","普通住宅
                                                                            ",33664
3室1厅,低楼层/共15层,152.53平米,平层/其他,850.0,新康家园,亦庄开发区,房屋朝向,配备电梯,"2023年06月20日
                                                                            ","普通住宅
                                                                            ",55727
1室1厅,顶层/共16层,60.83平米,平层/精装,245.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年06月20日
                                                                            ","普通住宅
                                                                            ",40277
2室1厅,中楼层/共16层,75.7平米,平层/简装,300.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年06月22日
                                                                            ","普通住宅
                                                                            ",39631
2室1厅,顶层/共16层,75.77平米,平层/精装,368.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年06月19日
                                                                            ","普通住宅
                                                                            ",48569
4室1厅,高楼层/共27层,112.15平米,平层/精装,780.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年06月17日
                                                                            ","普通住宅
                                                                            ",69550
2室1厅,顶层/共16层,76.6平米,平层/简装,320.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年06月17日
                                                                            ","普通住宅
                                                                            ",41776
3室1厅,顶层/共12层,89.12平米,平层/精装,630.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年06月21日
                                                                            ","普通住宅
                                                                            ",70692
3室2厅,中楼层/共6层,102.23平米,平层/精装,548.0,贵园南里乙区,亦庄开发区,房屋朝向,,"2023年06月24日
                                                                            ","普通住宅
                                                                            ",53605
2室1厅,低楼层/共17层,91.21平米,平层/其他,730.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年06月16日
                                                                            ","普通住宅
                                                                            ",80036
2室1厅,中楼层/共7层,97.48平米,平层/其他,620.0,新康家园,亦庄开发区,房屋朝向,,"2023年06月16日
                                                                            ","普通住宅
                                                                            ",63603
2室1厅,高楼层/共14层,87.81平米,平层/精装,525.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年06月15日
                                                                            ","普通住宅
                                                                            ",59789
2室1厅,低楼层/共16层,75.7平米,平层/简装,279.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年06月21日
                                                                            ","普通住宅
                                                                            ",36857
2室1厅,低楼层/共22层,74.29平米,平层/其他,310.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年06月16日
                                                                            ","普通住宅
                                                                            ",41729
2室1厅,中楼层/共14层,77.34平米,平层/其他,483,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年06月16日
                                                                            ","普通住宅
                                                                            ",62452
