户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
2室2厅,高楼层/共11层,125.57平米,平层/简装,728.0,一品亦庄,亦庄开发区,房屋朝向,配备电梯,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",57976
1室1厅,低楼层/共11层,76.93平米,平层/精装,339.0,定海园三里,亦庄开发区,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",44067
2室1厅,中楼层/共6层,57.26平米,平层/简装,405.0,天宝家园,亦庄开发区,房屋朝向,,"2023年12月15日
                                                                            ","普通住宅
                                                                            ",70731
2室1厅,中楼层/共22层,75.6平米,平层/精装,280.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",37038
3室1厅,高楼层/共18层,89.33平米,平层/其他,666.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",74556
2室1厅,低楼层/共21层,72.98平米,平层/其他,320.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年12月14日
                                                                            ","普通住宅
                                                                            ",43848
2室1厅,中楼层/共5层,86.89平米,平层/精装,540.0,天宝家园,亦庄开发区,房屋朝向,,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",62148
2室1厅,高楼层/共18层,109.87平米,平层/其他,388.0,次渠南里八区,亦庄开发区,房屋朝向,配备电梯,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",35315
1室1厅,中楼层/共16层,60.45平米,平层/简装,240.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年12月12日
                                                                            ","普通住宅
                                                                            ",39703
3室2厅,顶层/共11层,121.36平米,平层/精装,515.0,定海园二里,亦庄开发区,房屋朝向,配备电梯,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",42436
1室1厅,高楼层/共12层,77.78平米,平层/简装,315.0,定海园三里,亦庄开发区,房屋朝向,配备电梯,"2023年12月19日
                                                                            ","普通住宅
                                                                            ",40499
2室1厅,中楼层/共6层,86.31平米,平层/其他,448.0,富源里,亦庄开发区,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",51906
2室1厅,高楼层/共22层,74.29平米,平层/简装,248.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",33383
1室1厅,低楼层/共11层,72.97平米,平层/其他,330.0,定海园二里,亦庄开发区,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",45225
2室1厅,底层/共8层,78.3平米,错层/简装,520.0,听涛雅苑,亦庄开发区,房屋朝向,配备电梯,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",66412
1室1厅,低楼层/共16层,61.55平米,平层/其他,198.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",32169
2室1厅,顶层/共22层,74.24平米,平层/简装,285.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年12月08日
                                                                            ","普通住宅
                                                                            ",38390
1室1厅,高楼层/共9层,55.74平米,平层/精装,410.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年12月12日
                                                                            ","普通住宅
                                                                            ",73556
3室2厅,低楼层/共12层,154.51平米,平层/精装,1148.0,中海墅,亦庄开发区,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",74300
1室1厅,中楼层/共17层,41.62平米,平层/简装,317.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年12月08日
                                                                            ","普通住宅
                                                                            ",76166
2室2厅,中楼层/共6层,87.63平米,平层/简装,520.0,老管委会宿舍,亦庄开发区,房屋朝向,,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",59341
2室1厅,高楼层/共6层,63.76平米,平层/简装,366.0,富源里,亦庄开发区,房屋朝向,,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",57403
3室2厅,低楼层/共9层,154.14平米,平层/简装,910.0,新康家园,亦庄开发区,房屋朝向,配备电梯,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",59038
1室2厅,中楼层/共6层,87.24平米,平层/其他,488.0,一品亦庄,亦庄开发区,房屋朝向,,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",55938
2室1厅,高楼层/共6层,107.27平米,平层/其他,550.0,中国杂技团家属楼,亦庄开发区,房屋朝向,,"2023年12月04日
                                                                            ","普通住宅
                                                                            ",51273
1室1厅,顶层/共6层,51.5平米,平层/精装,310.0,贵园南里丙区,亦庄开发区,房屋朝向,,"2023年12月04日
                                                                            ","普通住宅
                                                                            ",60195
1室1厅,中楼层/共11层,72.97平米,平层/其他,310.0,定海园二里,亦庄开发区,房屋朝向,配备电梯,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",42484
3室1厅,高楼层/共15层,92.53平米,平层/精装,665.0,北京经开汀塘,亦庄开发区,房屋朝向,配备电梯,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",71869
4室1厅,低楼层/共18层,120.72平米,平层/精装,880.0,枫丹壹号,亦庄开发区,房屋朝向,配备电梯,"2023年12月12日
                                                                            ","普通住宅
                                                                            ",72896
4室1厅,低楼层/共27层,112.15平米,平层/精装,750.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",66875
4室1厅,低楼层/共27层,144.43平米,平层/其他,1045.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",72354
2室2厅,中楼层/共6层,76.79平米,平层/简装,450.0,梅园小区,亦庄开发区,房屋朝向,,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",58602
3室2厅,中楼层/共5层,159.19平米,平层/简装,970.0,金地格林小镇,亦庄开发区,房屋朝向,,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",60934
1室1厅,中楼层/共11层,77.78平米,平层/简装,338.0,定海园三里,亦庄开发区,房屋朝向,配备电梯,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",43456
2室1厅,低楼层/共11层,88.24平米,平层/精装,666.0,亦园,亦庄开发区,房屋朝向,,"2023年12月01日
                                                                            ","普通住宅
                                                                            ",75476
3室2厅,低楼层/共18层,89.67平米,平层/简装,625.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年12月11日
                                                                            ","普通住宅
                                                                            ",69701
1室0厅,低楼层/共9层,55.74平米,平层/其他,380.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年12月12日
                                                                            ","普通住宅
                                                                            ",68174
2室1厅,顶层/共6层,57.26平米,平层/其他,405.0,天宝家园,亦庄开发区,房屋朝向,,"2023年11月27日
                                                                            ","普通住宅
                                                                            ",70731
2室2厅,中楼层/共5层,95.96平米,平层/其他,575.0,新干部楼,亦庄开发区,房屋朝向,,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",59921
1室1厅,高楼层/共6层,60.19平米,平层/简装,376.0,瀛景园,亦庄开发区,房屋朝向,,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",62469
1室1厅,中楼层/共6层,60.19平米,平层/简装,395.0,瀛景园,亦庄开发区,房屋朝向,,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",65626
1室1厅,低楼层/共16层,61.74平米,平层/毛坯,210.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",34014
1室1厅,中楼层/共11层,61.72平米,平层/简装,325.0,泰河园一里一区,亦庄开发区,房屋朝向,配备电梯,"2023年11月21日
                                                                            ","普通住宅
                                                                            ",52658
3室1厅,低楼层/共14层,91.25平米,平层/简装,580.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年11月19日
                                                                            ","普通住宅
                                                                            ",63562
1室1厅,低楼层/共9层,48.76平米,平层/简装,410.0,郁金香舍,亦庄开发区,房屋朝向,配备电梯,"2023年11月27日
                                                                            ","普通住宅
                                                                            ",84086
1室1厅,低楼层/共21层,62.2平米,平层/简装,299.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年11月19日
                                                                            ","普通住宅
                                                                            ",48071
2室1厅,顶层/共6层,90.3平米,平层/其他,400.0,贵园南里丁区,亦庄开发区,房屋朝向,,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",44297
1室1厅,顶层/共6层,63.82平米,平层/精装,345.0,富源里,亦庄开发区,房屋朝向,,"2023年11月15日
                                                                            ","普通住宅
                                                                            ",54059
3室2厅,高楼层/共17层,149平米,平层/精装,1150.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年11月15日
                                                                            ","普通住宅
                                                                            ",77182
2室1厅,中楼层/共14层,88.96平米,平层/精装,655.0,亦园,亦庄开发区,房屋朝向,配备电梯,"2023年11月14日
                                                                            ","普通住宅
                                                                            ",73629
3室2厅,低楼层/共17层,147.11平米,平层/精装,1200.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年11月19日
                                                                            ","普通住宅
                                                                            ",81572
3室2厅,中楼层/共8层,166.89平米,平层/简装,870.0,莱茵河畔,亦庄开发区,房屋朝向,配备电梯,"2023年11月19日
                                                                            ","普通住宅
                                                                            ",52131
3室2厅,顶层/共11层,136.78平米,平层/简装,720.0,卡尔生活馆,亦庄开发区,房屋朝向,配备电梯,"2023年11月15日
                                                                            ","普通住宅
                                                                            ",52640
2室2厅,顶层/共9层,95.59平米,平层/精装,680.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年11月17日
                                                                            ","普通住宅
                                                                            ",71138
2室1厅,低楼层/共17层,94.08平米,平层/其他,728.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年11月16日
                                                                            ","普通住宅
                                                                            ",77381
3室2厅,低楼层/共9层,135.96平米,平层/精装,925.0,悦廷,亦庄开发区,房屋朝向,配备电梯,"2023年11月17日
                                                                            ","普通住宅
                                                                            ",68035
3室2厅,中楼层/共4层,149.59平米,平层/简装,920.0,金地格林小镇,亦庄开发区,房屋朝向,,"2023年11月12日
                                                                            ","普通住宅
                                                                            ",61502
1室0厅,高楼层/共9层,50.99平米,平层/简装,372.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年11月14日
                                                                            ","普通住宅
                                                                            ",72956
1室1厅,中楼层/共6层,59平米,平层/精装,326.0,贵园北里戊区,亦庄开发区,房屋朝向,,"2023年11月13日
                                                                            ","普通住宅
                                                                            ",55255
1室1厅,低楼层/共16层,60.78平米,平层/其他,240.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年11月12日
                                                                            ","普通住宅
                                                                            ",39487
2室2厅,中楼层/共6层,86.66平米,平层/精装,530.0,天宝家园,亦庄开发区,房屋朝向,,"2023年11月10日
                                                                            ","普通住宅
                                                                            ",61159
1室1厅,高楼层/共11层,44.33平米,平层/其他,340.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",76698
2室1厅,中楼层/共17层,92.38平米,平层/精装,690.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年11月12日
                                                                            ","普通住宅
                                                                            ",74692
2室1厅,中楼层/共6层,58.88平米,平层/精装,335.0,贵园北里甲区,亦庄开发区,房屋朝向,,"2023年11月10日
                                                                            ","普通住宅
                                                                            ",56896
3室1厅,中楼层/共21层,89.8平米,平层/简装,470.0,中信悦海苑,亦庄开发区,房屋朝向,配备电梯,"2023年11月11日
                                                                            ","普通住宅
                                                                            ",52339
2室1厅,底层/共14层,83.02平米,平层/精装,598.0,北京经开汀塘,亦庄开发区,房屋朝向,配备电梯,"2023年11月09日
                                                                            ","普通住宅
                                                                            ",72031
2室1厅,顶层/共6层,90.57平米,平层/其他,430.0,贵园南里丙区,亦庄开发区,房屋朝向,,"2023年11月08日
                                                                            ","普通住宅
                                                                            ",47478
3室1厅,中楼层/共9层,129.51平米,平层/精装,850.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年11月07日
                                                                            ","普通住宅
                                                                            ",65632
2室1厅,顶层/共14层,77.34平米,平层/其他,472.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年11月07日
                                                                            ","普通住宅
                                                                            ",61030
2室1厅,高楼层/共12层,90.13平米,平层/精装,565.0,泰河园一里一区,亦庄开发区,房屋朝向,配备电梯,"2023年11月06日
                                                                            ","普通住宅
                                                                            ",62688
1室0厅,高楼层/共14层,53.26平米,平层/简装,320.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年11月10日
                                                                            ","普通住宅
                                                                            ",60083
3室1厅,中楼层/共6层,87.09平米,平层/简装,550.0,天宝家园,亦庄开发区,房屋朝向,,"2023年11月08日
                                                                            ","普通住宅
                                                                            ",63154
2室1厅,低楼层/共15层,83.61平米,平层/其他,555.0,北京经开汀塘,亦庄开发区,房屋朝向,配备电梯,"2023年11月08日
                                                                            ","普通住宅
                                                                            ",66380
3室2厅,低楼层/共11层,137.37平米,平层/精装,735.0,卡尔生活馆,亦庄开发区,房屋朝向,配备电梯,"2023年11月09日
                                                                            ","普通住宅
                                                                            ",53506
2室1厅,低楼层/共15层,87.92平米,平层/其他,525.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年11月16日
                                                                            ","普通住宅
                                                                            ",59714
1室1厅,高楼层/共6层,58.02平米,平层/其他,336.0,泰河园三里,亦庄开发区,房屋朝向,配备电梯,"2023年11月14日
                                                                            ","普通住宅
                                                                            ",57912
2室1厅,中楼层/共16层,94.82平米,平层/简装,660.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年11月05日
                                                                            ","普通住宅
                                                                            ",69606
2室1厅,中楼层/共6层,58.42平米,平层/精装,345.0,贵园北里甲区,亦庄开发区,房屋朝向,,"2023年11月05日
                                                                            ","普通住宅
                                                                            ",59056
2室1厅,中楼层/共6层,71.44平米,平层/其他,470.0,广德苑,亦庄开发区,房屋朝向,,"2023年11月18日
                                                                            ","普通住宅
                                                                            ",65790
3室2厅,高楼层/共17层,147.11平米,平层/精装,1170.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年12月04日
                                                                            ","普通住宅
                                                                            ",79533
3室2厅,中楼层/共11层,136.51平米,平层/精装,733.0,卡尔生活馆,亦庄开发区,房屋朝向,配备电梯,"2023年11月03日
                                                                            ","普通住宅
                                                                            ",53696
1室1厅,低楼层/共22层,60.2平米,平层/简装,210.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年11月08日
                                                                            ","普通住宅
                                                                            ",34884
1室1厅,顶层/共6层,51.53平米,平层/其他,310.0,贵园北里戊区,亦庄开发区,房屋朝向,,"2023年11月04日
                                                                            ","普通住宅
                                                                            ",60160
1室1厅,顶层/共6层,63.68平米,平层/简装,330.0,泰河园三里,亦庄开发区,房屋朝向,,"2023年11月15日
                                                                            ","普通住宅
                                                                            ",51822
2室1厅,中楼层/共11层,77.42平米,平层/简装,499.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年11月02日
                                                                            ","普通住宅
                                                                            ",64454
2室1厅,中楼层/共22层,77.52平米,平层/简装,338.0,棠颂雅苑,亦庄开发区,房屋朝向,配备电梯,"2023年11月01日
                                                                            ","普通住宅
                                                                            ",43602
1室0厅,低楼层/共11层,44.33平米,平层/精装,310.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年11月07日
                                                                            ","普通住宅
                                                                            ",69931
3室1厅,中楼层/共14层,113.84平米,平层/精装,880.0,亦园,亦庄开发区,房屋朝向,配备电梯,"2023年11月06日
                                                                            ","普通住宅
                                                                            ",77302
3室2厅,低楼层/共6层,128.17平米,平层/简装,710.0,新康家园,亦庄开发区,房屋朝向,,"2023年10月31日
                                                                            ","普通住宅
                                                                            ",55396
2室1厅,中楼层/共24层,92.94平米,平层/精装,693.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年11月04日
                                                                            ","普通住宅
                                                                            ",74565
1室1厅,中楼层/共6层,54.56平米,平层/其他,325.0,贵园南里丙区,亦庄开发区,房屋朝向,,"2023年10月29日
                                                                            ","普通住宅
                                                                            ",59568
2室1厅,高楼层/共6层,87.17平米,平层/简装,478.0,一品亦庄,亦庄开发区,房屋朝向,,"2023年11月02日
                                                                            ","普通住宅
                                                                            ",54836
2室1厅,高楼层/共6层,71.3平米,平层/简装,465.0,广德苑,亦庄开发区,房屋朝向,,"2023年11月02日
                                                                            ","普通住宅
                                                                            ",65218
1室1厅,中楼层/共22层,59.48平米,平层/简装,220.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年12月20日
                                                                            ","普通住宅
                                                                            ",36988
4室2厅,中楼层/共5层,175.52平米,平层/精装,1200.0,金地格林小镇,亦庄开发区,房屋朝向,,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",68369
2室2厅,高楼层/共11层,100.66平米,平层/其他,410.0,定海园三里,亦庄开发区,房屋朝向,配备电梯,"2023年10月27日
                                                                            ","普通住宅
                                                                            ",40732
2室1厅,顶层/共9层,86.54平米,平层/其他,650.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年10月27日
                                                                            ","普通住宅
                                                                            ",75110
2室2厅,低楼层/共9层,95.44平米,平层/简装,736.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年10月27日
                                                                            ","普通住宅
                                                                            ",77117
3室2厅,顶层/共9层,125.06平米,平层/精装,825.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年10月26日
                                                                            ","普通住宅
                                                                            ",65969
3室1厅,高楼层/共9层,157.72平米,平层/简装,1080.0,金地格林小镇,亦庄开发区,房屋朝向,配备电梯,"2023年10月31日
                                                                            ","普通住宅
                                                                            ",68476
3室2厅,低楼层/共14层,132.09平米,平层/精装,950.0,亦园,亦庄开发区,房屋朝向,配备电梯,"2023年10月27日
                                                                            ","普通住宅
                                                                            ",71921
2室1厅,高楼层/共22层,74.91平米,平层/其他,368.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年10月25日
                                                                            ","普通住宅
                                                                            ",49126
1室1厅,中楼层/共9层,43.09平米,平层/简装,355.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年10月25日
                                                                            ","普通住宅
                                                                            ",82386
2室2厅,中楼层/共5层,94.41平米,平层/简装,730.0,郁金香舍,亦庄开发区,房屋朝向,,"2023年11月04日
                                                                            ","普通住宅
                                                                            ",77323
3室2厅,高楼层/共20层,88.47平米,平层/精装,466.0,棠颂雅苑,亦庄开发区,房屋朝向,配备电梯,"2023年10月26日
                                                                            ","普通住宅
                                                                            ",52674
3室1厅,高楼层/共14层,119.24平米,平层/精装,920.0,亦园,亦庄开发区,房屋朝向,配备电梯,"2023年10月31日
                                                                            ","普通住宅
                                                                            ",77156
3室1厅,高楼层/共14层,91.25平米,平层/其他,650.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年10月30日
                                                                            ","普通住宅
                                                                            ",71233
4室1厅,低楼层/共27层,112.1平米,平层/精装,760.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年10月28日
                                                                            ","普通住宅
                                                                            ",67797
2室1厅,低楼层/共17层,92.38平米,平层/其他,718.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年10月21日
                                                                            ","普通住宅
                                                                            ",77723
3室2厅,中楼层/共18层,171.3平米,平层/精装,1060.0,中信新城东区,亦庄开发区,房屋朝向,配备电梯,"2023年10月21日
                                                                            ","普通住宅
                                                                            ",61880
2室1厅,高楼层/共16层,76.04平米,平层/简装,365.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年10月23日
                                                                            ","普通住宅
                                                                            ",48002
2室1厅,底层/共16层,76.33平米,平层/简装,270.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年10月21日
                                                                            ","普通住宅
                                                                            ",35373
3室2厅,顶层/共5层,136.37平米,平层/简装,620.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年10月20日
                                                                            ","普通住宅
                                                                            ",45465
3室2厅,中楼层/共14层,157.2平米,平层/精装,1200.0,中海墅,亦庄开发区,房屋朝向,配备电梯,"2023年11月03日
                                                                            ","普通住宅
                                                                            ",76336
2室1厅,高楼层/共22层,74.29平米,平层/精装,256.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年10月19日
                                                                            ","普通住宅
                                                                            ",34460
2室1厅,底层/共6层,63.76平米,平层/其他,410.0,富源里,亦庄开发区,房屋朝向,,"2023年10月19日
                                                                            ","普通住宅
                                                                            ",64304
2室2厅,中楼层/共6层,77.01平米,平层/精装,460.0,富源里,亦庄开发区,房屋朝向,,"2023年11月05日
                                                                            ","普通住宅
                                                                            ",59733
1室1厅,顶层/共17层,52.84平米,平层/其他,360.0,东晶国际,亦庄开发区,房屋朝向,配备电梯,"2023年10月21日
                                                                            ","普通住宅
                                                                            ",68131
2室1厅,中楼层/共11层,100.66平米,平层/其他,480.0,定海园二里,亦庄开发区,房屋朝向,配备电梯,"2023年10月27日
                                                                            ","普通住宅
                                                                            ",47686
2室1厅,中楼层/共17层,92.45平米,平层/精装,700.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年10月18日
                                                                            ","普通住宅
                                                                            ",75717
3室2厅,高楼层/共25层,94.21平米,平层/其他,700.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年10月16日
                                                                            ","普通住宅
                                                                            ",74303
4室1厅,高楼层/共25层,144.19平米,平层/其他,1040.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年10月20日
                                                                            ","普通住宅
                                                                            ",72128
1室1厅,顶层/共6层,59平米,平层/简装,290.0,贵园北里戊区,亦庄开发区,房屋朝向,,"2023年10月18日
                                                                            ","普通住宅
                                                                            ",49153
3室1厅,高楼层/共15层,92.64平米,平层/其他,700.0,北京经开汀塘,亦庄开发区,房屋朝向,配备电梯,"2023年11月09日
                                                                            ","普通住宅
                                                                            ",75562
1室1厅,高楼层/共6层,59.07平米,平层/精装,358.0,瀛景园,亦庄开发区,房屋朝向,,"2023年10月20日
                                                                            ","普通住宅
                                                                            ",60607
2室2厅,中楼层/共7层,124.26平米,平层/精装,649.0,中芯花园,亦庄开发区,房屋朝向,配备电梯,"2023年10月27日
                                                                            ","普通住宅
                                                                            ",52230
2室1厅,低楼层/共6层,124.55平米,平层/其他,650.0,中芯花园,亦庄开发区,房屋朝向,配备电梯,"2023年10月25日
                                                                            ","普通住宅
                                                                            ",52188
4室2厅,中楼层/共5层,179.25平米,平层/精装,1080.0,金地格林小镇,亦庄开发区,房屋朝向,,"2023年10月20日
                                                                            ","普通住宅
                                                                            ",60252
1室0厅,中楼层/共9层,43.09平米,平层/精装,360.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年10月19日
                                                                            ","普通住宅
                                                                            ",83547
3室2厅,低楼层/共11层,112.7平米,平层/其他,840.0,亦园,亦庄开发区,房屋朝向,,"2023年10月15日
                                                                            ","普通住宅
                                                                            ",74535
1室0厅,高楼层/共9层,44.22平米,平层/精装,349.0,上海沙龙,亦庄开发区,房屋朝向,配备电梯,"2023年10月19日
                                                                            ","普通住宅
                                                                            ",78924
3室1厅,高楼层/共27层,94.53平米,平层/其他,655.0,枫丹壹号二期,亦庄开发区,房屋朝向,配备电梯,"2023年10月12日
                                                                            ","普通住宅
                                                                            ",69291
4室1厅,中楼层/共18层,147.04平米,平层/其他,1080.0,枫丹壹号,亦庄开发区,房屋朝向,配备电梯,"2023年11月05日
                                                                            ","普通住宅
                                                                            ",73450
1室1厅,低楼层/共10层,60.57平米,平层/其他,350.0,泰河园一里一区,亦庄开发区,房屋朝向,配备电梯,"2023年10月15日
                                                                            ","普通住宅
                                                                            ",57785
3室1厅,高楼层/共15层,92.55平米,平层/简装,640.0,北京经开汀塘,亦庄开发区,房屋朝向,配备电梯,"2023年10月18日
                                                                            ","普通住宅
                                                                            ",69152
2室1厅,中楼层/共11层,124.69平米,平层/其他,738.0,一品亦庄,亦庄开发区,房屋朝向,配备电梯,"2023年10月12日
                                                                            ","普通住宅
                                                                            ",59187
3室2厅,高楼层/共17层,147.11平米,平层/精装,1200.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年11月03日
                                                                            ","普通住宅
                                                                            ",81572
1室1厅,低楼层/共22层,59.02平米,平层/简装,208.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年10月14日
                                                                            ","普通住宅
                                                                            ",35243
2室1厅,低楼层/共17层,92.45平米,平层/简装,710.0,林肯公园,亦庄开发区,房屋朝向,配备电梯,"2023年10月09日
                                                                            ","普通住宅
                                                                            ",76799
2室1厅,高楼层/共6层,59.71平米,平层/简装,325.0,贵园南里丙区,亦庄开发区,房屋朝向,,"2023年10月17日
                                                                            ","普通住宅
                                                                            ",54430
4室1厅,底层/共15层,158.4平米,平层/简装,850.0,鹿鸣苑,亦庄开发区,房屋朝向,配备电梯,"2023年10月13日
                                                                            ","普通住宅
                                                                            ",53662
3室2厅,顶层/共6层,102.12平米,平层/其他,520.0,贵园北里甲区,亦庄开发区,房屋朝向,,"2023年10月09日
                                                                            ","普通住宅
                                                                            ",50921
2室1厅,顶层/共6层,85.14平米,平层/简装,515.0,天宝家园,亦庄开发区,房屋朝向,,"2023年10月18日
                                                                            ","普通住宅
                                                                            ",60489
2室1厅,顶层/共16层,75.75平米,平层/精装,300.0,南海雅苑南区,亦庄开发区,房屋朝向,配备电梯,"2023年10月08日
                                                                            ","普通住宅
                                                                            ",39604
2室1厅,中楼层/共11层,90.75平米,平层/简装,590.0,悦廷,亦庄开发区,房屋朝向,配备电梯,"2023年10月08日
                                                                            ","普通住宅
                                                                            ",65014
2室2厅,低楼层/共15层,88.13平米,平层/其他,540.0,通泰国际公馆,亦庄开发区,房屋朝向,配备电梯,"2023年10月09日
                                                                            ","普通住宅
                                                                            ",61274
4室2厅,中楼层/共5层,167.1平米,平层/简装,899.0,郁金香舍,亦庄开发区,房屋朝向,,"2023年10月20日
                                                                            ","普通住宅
                                                                            ",53801
3室2厅,中楼层/共4层,138.62平米,平层/精装,1038.0,金地格林小镇,亦庄开发区,房屋朝向,,"2023年10月08日
                                                                            ","普通住宅
                                                                            ",74881
3室2厅,中楼层/共10层,114.76平米,平层/精装,570.0,泰河园七里,亦庄开发区,房屋朝向,配备电梯,"2023年10月09日
                                                                            ","普通住宅
                                                                            ",49669
1室1厅,底层/共11层,59.95平米,平层/精装,330.0,泰河园七里,亦庄开发区,房屋朝向,配备电梯,"2023年10月07日
                                                                            ","普通住宅
                                                                            ",55046
2室1厅,低楼层/共22层,74.76平米,平层/简装,237.0,南海雅苑北区,亦庄开发区,房屋朝向,配备电梯,"2023年10月07日
                                                                            ","普通住宅
                                                                            ",31702
2室1厅,中楼层/共11层,77.42平米,平层/精装,515.0,北京经开壹中心,亦庄开发区,房屋朝向,配备电梯,"2023年10月07日
                                                                            ","普通住宅
                                                                            ",66521
2室1厅,中楼层/共5层,100.56平米,平层/精装,599.0,秋盛居,亦庄开发区,房屋朝向,,"2023年10月07日
                                                                            ","普通住宅
                                                                            ",59567
2室2厅,底层/共6层,100.46平米,平层/简装,625.0,新康家园,亦庄开发区,房屋朝向,,"2023年10月08日
                                                                            ","普通住宅
                                                                            ",62214
1室1厅,中楼层/共6层,63.68平米,平层/精装,380.0,泰河园三里,亦庄开发区,房屋朝向,,"2023年10月06日
                                                                            ","普通住宅
                                                                            ",59674
